index,player_name,player_team,game_date,events,launch_speed,launch_angle,hit_distance_sc,hit_direction,total_dongs
1371,Isiah Kiner-Falefa,TEX,2021-04-21,field_out,94.1,21,314,Right-Center,0
1373,Matt Olson,OAK,2021-04-21,field_out,107.8,17,344,Left-Center,0
1375,Cedric Mullins,BAL,2021-04-21,field_out,101.6,15,308,Right,0
1377,Adam Frazier,PIT,2021-04-21,field_out,94.6,24,349,Right-Center,0
1380,Jed Lowrie,OAK,2021-04-21,double,98.3,18,308,Right-Center,0
1381,Joey Votto,CIN,2021-04-21,field_out,89.7,29,311,Left-Center,0
1382,Mike Ford,NYY,2021-04-21,field_out,92,27,333,Center,0
1383,Andrew Knapp,PHI,2021-04-21,field_out,97.4,35,343,Left-Center,0
1386,Yoán Moncada,CWS,2021-04-20,double,100.8,16,333,Right-Center,0
1387,Brent Rooker,MIN,2021-04-20,field_out,105.4,19,314,Left-Center,0
1388,Tom Murphy,SEA,2021-04-20,field_out,96.1,34,347,Left-Center,0
1389,Jake Cronenworth,SD,2021-04-20,field_out,90,35,302,Left,0
1390,Joey Votto,CIN,2021-04-20,field_out,105.4,50,311,Right,0
1391,Christian Vázquez,BOS,2021-04-20,field_out,86.3,32,317,Center,0
1392,Corey Seager,LAD,2021-04-20,field_out,101,32,374,Center,0
1393,Kyle Lewis,SEA,2021-04-20,field_out,98.4,27,359,Left-Center,0
1397,Nelson Cruz,MIN,2021-04-20,field_out,104.1,43,336,Center,0
1398,Danny Jansen,TOR,2021-04-20,field_out,94,29,357,Center,0
1400,Jesús Aguilar,MIA,2021-04-20,field_out,92.6,31,348,Center,0
1402,Christian Arroyo,BOS,2021-04-20,double,91.3,25,308,Left,0
1405,Brent Rooker,MIN,2021-04-20,field_out,87.6,28,331,Center,0
1406,Cavan Biggio,TOR,2021-04-20,field_out,86.2,26,315,Center,0
1408,Kyle Tucker,HOU,2021-04-20,field_out,91.9,42,314,Left,0
1409,Enrique Hernández,BOS,2021-04-20,field_out,93.8,44,311,Center,0
1410,Wil Myers,SD,2021-04-20,field_out,91.1,25,306,Left,0
1411,Nick Solak,TEX,2021-04-20,field_out,100.7,22,368,Center,0
1415,Travis d'Arnaud,ATL,2021-04-20,field_out,91.9,29,319,Right,0
1416,Nick Senzel,CIN,2021-04-20,field_out,101.2,24,372,Center,0
1418,Paul DeJong,STL,2021-04-20,field_out,97.1,44,315,Left-Center,0
1420,Vladimir Guerrero Jr.,TOR,2021-04-20,field_out,96.8,19,306,Right,0
1422,Will Smith,LAD,2021-04-20,field_out,98.1,31,363,Center,0
1424,Marwin Gonzalez,BOS,2021-04-20,double,93.9,19,328,Left-Center,0
1427,Kyle Lewis,SEA,2021-04-20,field_out,93,23,332,Center,0
1428,Austin Meadows,TB,2021-04-20,sac_fly,104.9,40,340,Right-Center,0
1429,Carlos Santana,KC,2021-04-20,double,108.1,18,304,Left,0
1431,James McCann,NYM,2021-04-20,field_out,96.6,34,332,Center,0
1432,Guillermo Heredia,ATL,2021-04-20,double,109.7,18,323,Left,0
1433,Kyle Farmer,CIN,2021-04-20,field_out,99.8,37,373,Center,0
1434,Mitch Garver,MIN,2021-04-20,field_out,98.2,24,372,Center,0
1435,Mike Trout,LAA,2021-04-20,double,86.8,29,335,Left-Center,0
1436,Jason Heyward,CHC,2021-04-20,field_out,93.9,19,322,Center,0
1438,Mike Tauchman,NYY,2021-04-20,field_out,94.6,27,364,Center,0
1439,Yan Gomes,WSH,2021-04-20,field_out,87.6,32,329,Center,0
1441,Mark Canha,OAK,2021-04-20,field_out,91.2,37,330,Left,0
1442,Avisaíl García,MIL,2021-04-20,field_out,98.2,25,352,Left-Center,0
1443,Salvador Perez,KC,2021-04-20,field_out,98.7,19,304,Center,0
1445,Ryan Jeffers,MIN,2021-04-20,field_out,83.7,22,302,Left-Center,0
1446,Whit Merrifield,KC,2021-04-20,field_out,97.7,43,314,Left-Center,0
1447,Kurt Suzuki,LAA,2021-04-20,field_out,89.2,29,322,Right,0
1448,Corey Dickerson,MIA,2021-04-20,field_out,94.2,24,318,Left,0
1450,Jeff McNeil,NYM,2021-04-20,field_out,88.3,30,320,Right-Center,0
1452,Joey Wendle,TB,2021-04-20,double,98.2,20,347,Left-Center,0
1453,Amed Rosario,CLE,2021-04-20,field_out,97.4,32,345,Center,0
